ticket_id,company_id,created_date,resolved_date,priority,category,description,satisfaction_score
TKT-001219,COMP-0251,10-23-2024,10-29-2024,low,bug_report,Drag and drop not working in Chrome,3
TKT-001220,COMP-0251,05-01-2024,05-02-2024,high,billing,Need to update payment method on file,4
TKT-001221,COMP-0252,08-18-2024,08-19-2024,medium,onboarding,Migration assistance from competitor tool,2
TKT-001222,COMP-0252,02-03-2024,02-09-2024,medium,onboarding,Migration assistance from competitor tool,
TKT-001223,COMP-0252,06-02-2025,06-11-2025,high,onboarding,Training session request for team,4
TKT-001224,COMP-0252,05-17-2025,05-23-2025,high,feature_request,,3
TKT-001225,COMP-0252,05-31-2024,,high,technical,Webhook deliveries failing,
TKT-001226,COMP-0253,01-05-2024,01-13-2024,high,feature_request,Would like bulk import from Excel,5
TKT-001227,COMP-0253,01-02-2024,01-14-2024,high,bug_report,Search returning incorrect results,3
TKT-001228,COMP-0253,01-24-2024,,high,feature_request,Need better reporting filters,5
TKT-001229,COMP-0253,01-08-2024,01-12-2024,high,technical,,1
TKT-001230,COMP-0254,03-16-2025,03-25-2025,medium,billing,Tax exemption certificate submission,4
TKT-001231,COMP-0254,10-30-2024,11-12-2024,high,feature_request,Custom workflow automation rules,2
TKT-001232,COMP-0254,05-13-2024,05-24-2024,high,account,Remove former employee access,2
TKT-001233,COMP-0254,04-20-2024,04-23-2024,high,account,Remove former employee access,1
TKT-001234,COMP-0254,01-20-2025,,medium,account,Remove former employee access,3
TKT-001235,COMP-0254,12-12-2024,12-25-2024,medium,technical,Data export timing out for large datasets,
TKT-001236,COMP-0254,11-13-2024,11-17-2024,high,bug_report,Attachment upload fails over 10 MB,1
TKT-001237,COMP-0254,01-29-2025,02-04-2025,low,feature_request,,5
TKT-001238,COMP-0254,07-12-2024,07-21-2024,high,bug_report,Search returning incorrect results,
TKT-001239,COMP-0254,05-28-2024,06-09-2024,high,account,Add new team member to account,1
TKT-001240,COMP-0254,09-02-2024,09-04-2024,high,feature_request,Would like bulk import from Excel,3
TKT-001241,COMP-0254,04-21-2025,04-24-2025,high,account,Add new team member to account,5
TKT-001242,COMP-0255,04-04-2025,04-07-2025,medium,billing,,
TKT-001243,COMP-0255,11-10-2024,11-18-2024,critical,bug_report,Attachment upload fails over 10 MB,5
TKT-001244,COMP-0255,06-18-2025,06-24-2025,high,billing,Cannot download invoice PDF,5
TKT-001245,COMP-0255,07-13-2024,,critical,onboarding,Template setup assistance needed,5
TKT-001246,COMP-0255,08-02-2024,08-03-2024,medium,feature_request,Would like bulk import from Excel,2
TKT-001247,COMP-0256,03-13-2024,03-17-2024,medium,technical,API rate limit being hit unexpectedly,4
TKT-001248,COMP-0256,02-10-2024,02-24-2024,low,billing,Requesting refund for unused period,3
TKT-001249,COMP-0256,05-31-2024,06-04-2024,low,onboarding,Need help setting up first project,3
TKT-001250,COMP-0256,06-06-2025,06-10-2025,low,bug_report,Attachment upload fails over 10 MB,4
TKT-001251,COMP-0257,12-14-2024,12-19-2024,medium,feature_request,Custom workflow automation rules,
TKT-001252,COMP-0257,12-31-2024,01-05-2025,low,onboarding,Migration assistance from competitor tool,4
TKT-001253,COMP-0257,11-18-2024,11-21-2024,high,billing,Charges not matching the quoted price,5
TKT-001254,COMP-0258,08-06-2024,,low,feature_request,Requesting custom field types,2
TKT-001255,COMP-0258,03-09-2025,03-20-2025,medium,account,Remove former employee access,4
TKT-001256,COMP-0258,03-12-2025,03-19-2025,high,feature_request,Would like bulk import from Excel,
TKT-001257,COMP-0258,05-29-2025,06-12-2025,low,bug_report,Formatting lost when pasting from Word,4
TKT-001258,COMP-0258,08-07-2024,08-17-2024,low,technical,SSO login failing intermittently,5
TKT-001259,COMP-0259,06-08-2025,06-14-2025,low,onboarding,Need help setting up first project,5
TKT-001260,COMP-0259,04-09-2025,04-14-2025,low,bug_report,,3
TKT-001261,COMP-0260,04-13-2024,04-26-2024,medium,onboarding,Best practices documentation request,3
TKT-001262,COMP-0260,06-14-2024,06-26-2024,medium,account,,4
TKT-001263,COMP-0260,12-07-2024,12-17-2024,high,bug_report,Notifications arriving late,5
TKT-001264,COMP-0260,01-26-2025,02-07-2025,medium,feature_request,Would like bulk import from Excel,4
TKT-001265,COMP-0260,06-11-2024,06-17-2024,low,technical,Mobile app crashing on iOS 17,5
TKT-001266,COMP-0260,06-11-2025,06-13-2025,medium,bug_report,Attachment upload fails over 10 MB,4
TKT-001267,COMP-0260,01-21-2025,01-25-2025,medium,feature_request,Requesting custom field types,4
TKT-001268,COMP-0261,02-03-2024,02-04-2024,medium,bug_report,Formatting lost when pasting from Word,2
TKT-001269,COMP-0261,12-22-2024,12-30-2024,high,technical,Integration with Slack is not syncing,1
TKT-001270,COMP-0261,07-19-2024,07-23-2024,medium,feature_request,Dark mode support requested,3
TKT-001271,COMP-0261,07-21-2024,08-02-2024,high,onboarding,Need help setting up first project,3
TKT-001272,COMP-0261,10-15-2024,10-22-2024,critical,account,Account permissions not working correctly,
TKT-001273,COMP-0261,01-09-2024,01-23-2024,medium,account,Account permissions not working correctly,
TKT-001274,COMP-0261,01-07-2025,01-19-2025,LOW,bug_report,Formatting lost when pasting from Word,
TKT-001275,COMP-0262,02-22-2025,,LOW,billing,Charges not matching the quoted price,5
TKT-001276,COMP-0262,03-16-2025,03-20-2025,low,billing,Need to update payment method on file,
TKT-001277,COMP-0262,12-24-2024,12-30-2024,low,onboarding,Best practices documentation request,3
TKT-001278,COMP-0262,06-02-2025,06-08-2025,low,bug_report,Notifications arriving late,3
TKT-001279,COMP-0262,02-26-2025,02-27-2025,high,technical,Mobile app crashing on iOS 17,3
TKT-001280,COMP-0262,02-17-2025,02-27-2025,low,onboarding,Training session request for team,
TKT-001281,COMP-0262,02-28-2025,,low,feature_request,,4
TKT-001282,COMP-0262,03-31-2025,04-03-2025,medium,account,Account permissions not working correctly,3
TKT-001283,COMP-0262,01-21-2025,01-26-2025,medium,billing,Need to update payment method on file,2
TKT-001284,COMP-0263,09-24-2024,10-07-2024,high,onboarding,Training session request for team,3
TKT-001285,COMP-0263,03-18-2025,03-20-2025,high,technical,Error 500 when accessing the dashboard,5
TKT-001286,COMP-0263,05-20-2024,05-27-2024,high,technical,Mobile app crashing on iOS 17,3
TKT-001287,COMP-0263,03-17-2024,03-23-2024,low,feature_request,Need better reporting filters,5
TKT-001288,COMP-0263,02-22-2024,02-26-2024,low,account,,5
TKT-001289,COMP-0263,08-28-2024,09-08-2024,medium,onboarding,Need help setting up first project,3
TKT-001290,COMP-0263,11-25-2024,12-07-2024,medium,onboarding,Training session request for team,
TKT-001291,COMP-0263,06-05-2024,06-13-2024,medium,bug_report,Calendar sync showing wrong timezone,5
TKT-001292,COMP-0263,06-09-2025,06-12-2025,medium,billing,Need to update payment method on file,5
TKT-001293,COMP-0264,11-08-2024,,MEDIUM,bug_report,Formatting lost when pasting from Word,3
TKT-001294,COMP-0264,04-30-2025,05-09-2025,high,technical,,3
TKT-001295,COMP-0265,01-11-2024,01-12-2024,medium,feature_request,Need better reporting filters,
TKT-001296,COMP-0265,05-16-2025,05-28-2025,low,feature_request,Need Gantt chart view for projects,2
TKT-001297,COMP-0265,04-30-2024,05-13-2024,medium,account,Add new team member to account,5
TKT-001298,COMP-0265,08-02-2024,08-15-2024,low,billing,Billing cycle change request,
TKT-001299,COMP-0265,07-07-2024,07-16-2024,medium,onboarding,Template setup assistance needed,
TKT-001300,COMP-0265,11-30-2024,12-01-2024,medium,technical,Data export timing out for large datasets,2
TKT-001301,COMP-0266,05-20-2024,05-26-2024,high,bug_report,Drag and drop not working in Chrome,3
TKT-001302,COMP-0266,02-27-2025,03-06-2025,medium,technical,Webhook deliveries failing,4
TKT-001303,COMP-0266,06-03-2024,06-15-2024,low,onboarding,Need help setting up first project,4
TKT-001304,COMP-0267,10-19-2024,11-02-2024,medium,feature_request,Dark mode support requested,4
TKT-001305,COMP-0267,05-29-2024,06-02-2024,low,feature_request,Custom workflow automation rules,3
TKT-001306,COMP-0267,02-14-2025,,medium,billing,Tax exemption certificate submission,3
TKT-001307,COMP-0267,06-27-2024,07-03-2024,low,billing,Billing cycle change request,5
TKT-001308,COMP-0267,10-04-2024,10-06-2024,low,technical,SSO login failing intermittently,3
TKT-001309,COMP-0268,02-05-2024,02-16-2024,low,billing,Need to update payment method on file,4
TKT-001310,COMP-0268,06-21-2025,06-30-2025,medium,feature_request,,5
TKT-001311,COMP-0268,03-08-2025,03-20-2025,low,feature_request,Custom workflow automation rules,3
TKT-001312,COMP-0269,04-18-2024,04-24-2024,high,account,Remove former employee access,3
TKT-001313,COMP-0269,09-05-2024,09-07-2024,high,bug_report,Notifications arriving late,
TKT-001314,COMP-0269,08-02-2024,08-08-2024,low,billing,Billing cycle change request,3
TKT-001315,COMP-0269,11-02-2024,11-07-2024,high,billing,Invoice discrepancy for last month,1
TKT-001316,COMP-0269,04-04-2024,04-05-2024,critical,onboarding,Training session request for team,3
TKT-001317,COMP-0270,06-18-2025,06-20-2025,low,billing,Invoice discrepancy for last month,2
TKT-001318,COMP-0270,09-02-2024,09-11-2024,medium,feature_request,Requesting custom field types,
TKT-001319,COMP-0270,11-04-2024,11-14-2024,low,feature_request,Dark mode support requested,
TKT-001320,COMP-0270,03-18-2025,03-27-2025,low,account,Need to merge duplicate accounts,5
TKT-001321,COMP-0270,04-05-2025,,medium,onboarding,Migration assistance from competitor tool,3
TKT-001322,COMP-0271,06-04-2025,06-13-2025,medium,account,,3
TKT-001323,COMP-0271,09-27-2024,09-28-2024,medium,technical,Application loading slowly for our team,4
TKT-001324,COMP-0272,05-26-2025,05-29-2025,medium,billing,Tax exemption certificate submission,5
TKT-001325,COMP-0272,06-05-2024,06-09-2024,high,account,Add new team member to account,4
TKT-001326,COMP-0272,10-29-2024,11-03-2024,LOW,technical,SSO login failing intermittently,5
TKT-001327,COMP-0272,08-19-2024,08-28-2024,medium,onboarding,Best practices documentation request,
TKT-001328,COMP-0272,02-13-2024,02-16-2024,medium,account,Change primary admin contact,
TKT-001329,COMP-0272,03-30-2024,04-06-2024,low,onboarding,Template setup assistance needed,4
TKT-001330,COMP-0273,12-15-2024,12-29-2024,medium,technical,Application loading slowly for our team,4
TKT-001331,COMP-0273,03-29-2025,03-30-2025,high,feature_request,Would like bulk import from Excel,
TKT-001332,COMP-0273,04-20-2025,04-30-2025,high,technical,Application loading slowly for our team,3
TKT-001333,COMP-0273,03-10-2025,03-24-2025,medium,account,Need to merge duplicate accounts,5
TKT-001334,COMP-0273,11-13-2024,11-26-2024,high,account,Add new team member to account,4
TKT-001335,COMP-0273,12-21-2024,01-02-2025,medium,feature_request,Dark mode support requested,3
TKT-001336,COMP-0273,06-04-2025,06-12-2025,critical,technical,Data export timing out for large datasets,2
TKT-001337,COMP-0274,10-24-2024,11-03-2024,high,account,,2
TKT-001338,COMP-0274,10-24-2024,11-05-2024,low,onboarding,Template setup assistance needed,
TKT-001339,COMP-0274,09-05-2024,09-11-2024,critical,feature_request,Custom workflow automation rules,3
TKT-001340,COMP-0274,02-02-2025,02-15-2025,critical,onboarding,Best practices documentation request,3
TKT-001341,COMP-0274,01-17-2025,01-31-2025,low,billing,Tax exemption certificate submission,
TKT-001342,COMP-0274,09-09-2024,09-14-2024,low,onboarding,Template setup assistance needed,4
TKT-001343,COMP-0274,01-16-2025,01-26-2025,critical,technical,,3
TKT-001344,COMP-0274,01-18-2025,01-25-2025,medium,billing,Charges not matching the quoted price,1
TKT-001345,COMP-0274,03-24-2025,,high,billing,Invoice discrepancy for last month,2
TKT-001346,COMP-0275,01-02-2025,01-05-2025,medium,feature_request,Need Gantt chart view for projects,5
TKT-001347,COMP-0275,09-18-2024,09-20-2024,medium,technical,Error 500 when accessing the dashboard,
TKT-001348,COMP-0275,05-23-2025,05-29-2025,medium,billing,Invoice discrepancy for last month,4
TKT-001349,COMP-0275,05-15-2025,05-23-2025,high,bug_report,Formatting lost when pasting from Word,5
TKT-001350,COMP-0275,05-18-2024,06-01-2024,medium,onboarding,Need help setting up first project,
TKT-001351,COMP-0275,07-24-2024,07-28-2024,low,technical,SSO login failing intermittently,3
TKT-001352,COMP-0275,06-23-2025,06-30-2025,low,feature_request,Need Gantt chart view for projects,5
TKT-001353,COMP-0275,05-15-2024,05-21-2024,medium,feature_request,Would like bulk import from Excel,
TKT-001354,COMP-0275,03-01-2025,03-11-2025,critical,onboarding,Template setup assistance needed,1
TKT-001355,COMP-0275,06-25-2024,06-28-2024,medium,account,,4
TKT-001356,COMP-0275,09-04-2024,09-12-2024,medium,onboarding,Need help setting up first project,4
TKT-001357,COMP-0276,04-07-2024,04-13-2024,medium,account,,4
TKT-001358,COMP-0276,05-07-2025,05-19-2025,critical,account,Remove former employee access,1
TKT-001359,COMP-0276,05-19-2025,,low,billing,Charges not matching the quoted price,5
TKT-001360,COMP-0276,06-26-2024,06-29-2024,low,bug_report,Calendar sync showing wrong timezone,1
TKT-001361,COMP-0276,09-18-2024,09-27-2024,low,account,Need to merge duplicate accounts,4
TKT-001362,COMP-0276,05-26-2025,06-07-2025,low,account,Change primary admin contact,2
TKT-001363,COMP-0276,04-08-2024,,low,account,Need to merge duplicate accounts,
TKT-001364,COMP-0277,05-02-2025,,medium,technical,Integration with Slack is not syncing,3
TKT-001365,COMP-0277,10-09-2024,10-12-2024,critical,billing,Tax exemption certificate submission,4
TKT-001366,COMP-0277,12-31-2024,01-11-2025,low,billing,Tax exemption certificate submission,4
TKT-001367,COMP-0277,03-20-2024,03-22-2024,MEDIUM,bug_report,Calendar sync showing wrong timezone,5
TKT-001368,COMP-0277,04-13-2025,04-17-2025,low,account,Change primary admin contact,
TKT-001369,COMP-0278,11-28-2024,,CRITICAL,feature_request,Need Gantt chart view for projects,5
TKT-001370,COMP-0278,04-16-2025,,high,bug_report,Drag and drop not working in Chrome,2
TKT-001371,COMP-0279,07-17-2024,07-18-2024,low,onboarding,Training session request for team,4
TKT-001372,COMP-0279,02-06-2025,,low,account,Remove former employee access,4
TKT-001373,COMP-0279,11-14-2024,,medium,billing,Cannot download invoice PDF,
TKT-001374,COMP-0279,03-25-2025,03-31-2025,high,feature_request,Custom workflow automation rules,5
TKT-001375,COMP-0280,03-15-2025,03-18-2025,high,onboarding,Migration assistance from competitor tool,4
TKT-001376,COMP-0280,06-15-2024,06-23-2024,high,technical,Error 500 when accessing the dashboard,4
TKT-001377,COMP-0280,09-23-2024,09-26-2024,low,billing,Charges not matching the quoted price,3
TKT-001378,COMP-0281,02-15-2024,02-23-2024,medium,technical,Error 500 when accessing the dashboard,2
TKT-001379,COMP-0281,04-15-2025,04-27-2025,high,bug_report,Calendar sync showing wrong timezone,
TKT-001380,COMP-0281,09-13-2024,09-19-2024,high,feature_request,Custom workflow automation rules,5
TKT-001381,COMP-0281,01-20-2025,01-25-2025,medium,onboarding,Best practices documentation request,5
TKT-001382,COMP-0282,07-06-2024,07-11-2024,high,technical,,2
TKT-001383,COMP-0282,12-09-2024,12-21-2024,medium,billing,Cannot download invoice PDF,1
TKT-001384,COMP-0282,07-07-2024,07-10-2024,medium,billing,Requesting refund for unused period,4
TKT-001385,COMP-0283,12-17-2024,12-24-2024,low,billing,Need to update payment method on file,3
TKT-001386,COMP-0283,06-22-2024,06-25-2024,high,billing,Tax exemption certificate submission,3
TKT-001387,COMP-0283,04-18-2024,04-20-2024,low,feature_request,Would like bulk import from Excel,2
TKT-001388,COMP-0283,01-24-2025,02-06-2025,medium,feature_request,Need Gantt chart view for projects,3
TKT-001389,COMP-0283,03-11-2024,03-21-2024,high,feature_request,,
TKT-001390,COMP-0283,06-14-2025,,low,onboarding,Template setup assistance needed,3
TKT-001391,COMP-0284,02-26-2024,02-29-2024,low,onboarding,Template setup assistance needed,5
TKT-001392,COMP-0284,11-20-2024,12-03-2024,medium,bug_report,Calendar sync showing wrong timezone,4
TKT-001393,COMP-0284,05-12-2024,05-25-2024,medium,bug_report,Formatting lost when pasting from Word,4
TKT-001394,COMP-0284,03-23-2025,04-04-2025,high,onboarding,Migration assistance from competitor tool,4
TKT-001395,COMP-0284,04-08-2024,04-14-2024,high,feature_request,,
TKT-001396,COMP-0284,04-11-2024,04-17-2024,medium,bug_report,Formatting lost when pasting from Word,
TKT-001397,COMP-0284,06-03-2024,06-12-2024,medium,technical,Application loading slowly for our team,
TKT-001398,COMP-0285,03-13-2025,03-16-2025,medium,billing,Tax exemption certificate submission,
TKT-001399,COMP-0285,06-03-2025,06-04-2025,medium,account,Add new team member to account,
TKT-001400,COMP-0285,02-20-2025,03-03-2025,high,billing,Cannot download invoice PDF,3
TKT-001401,COMP-0285,02-26-2025,02-27-2025,low,billing,Need to update payment method on file,4
TKT-001402,COMP-0285,02-01-2025,02-03-2025,medium,account,Change primary admin contact,1
TKT-001403,COMP-0286,08-28-2024,09-07-2024,medium,technical,Data export timing out for large datasets,
TKT-001404,COMP-0286,03-09-2025,03-11-2025,low,feature_request,Need Gantt chart view for projects,2
TKT-001405,COMP-0286,06-05-2025,06-17-2025,low,bug_report,Attachment upload fails over 10 MB,3
TKT-001406,COMP-0286,09-22-2024,10-05-2024,low,feature_request,Dark mode support requested,3
TKT-001407,COMP-0286,04-07-2025,04-21-2025,medium,feature_request,Need better reporting filters,4
TKT-001408,COMP-0286,10-20-2024,10-22-2024,low,bug_report,,4
TKT-001409,COMP-0286,11-20-2024,11-22-2024,medium,account,Add new team member to account,4
TKT-001410,COMP-0286,07-22-2024,07-26-2024,medium,bug_report,Search returning incorrect results,2
TKT-001411,COMP-0286,04-07-2025,04-09-2025,medium,feature_request,Custom workflow automation rules,5
TKT-001412,COMP-0286,12-03-2024,12-09-2024,high,billing,Invoice discrepancy for last month,
TKT-001413,COMP-0286,09-30-2024,,high,feature_request,Dark mode support requested,3
TKT-001414,COMP-0286,01-22-2025,01-24-2025,medium,bug_report,Search returning incorrect results,5
TKT-001415,COMP-0287,03-09-2025,03-10-2025,MEDIUM,onboarding,Training session request for team,3
TKT-001416,COMP-0287,06-15-2025,06-28-2025,medium,onboarding,Template setup assistance needed,3
TKT-001417,COMP-0287,04-06-2025,04-10-2025,low,bug_report,Attachment upload fails over 10 MB,
TKT-001418,COMP-0287,03-31-2024,,medium,onboarding,Need help setting up first project,5
TKT-001419,COMP-0288,06-07-2024,06-12-2024,high,bug_report,Calendar sync showing wrong timezone,3
TKT-001420,COMP-0288,04-08-2025,04-14-2025,high,bug_report,,1
TKT-001421,COMP-0288,01-17-2024,01-22-2024,LOW,bug_report,Drag and drop not working in Chrome,5
TKT-001422,COMP-0288,06-10-2025,06-20-2025,medium,bug_report,Notifications arriving late,4
TKT-001423,COMP-0289,12-25-2024,12-28-2024,medium,technical,Mobile app crashing on iOS 17,3
TKT-001424,COMP-0289,12-14-2024,12-16-2024,medium,onboarding,Need help setting up first project,1
TKT-001425,COMP-0290,01-25-2024,01-27-2024,high,onboarding,Best practices documentation request,
TKT-001426,COMP-0290,07-29-2024,08-02-2024,high,technical,API rate limit being hit unexpectedly,3
TKT-001427,COMP-0290,05-12-2024,05-24-2024,medium,billing,Need to update payment method on file,3
TKT-001428,COMP-0290,03-11-2025,03-24-2025,low,bug_report,Calendar sync showing wrong timezone,2
TKT-001429,COMP-0290,08-07-2024,08-19-2024,critical,technical,Application loading slowly for our team,3
TKT-001430,COMP-0290,06-26-2024,,medium,onboarding,Need help setting up first project,
TKT-001431,COMP-0290,01-23-2025,,high,onboarding,Best practices documentation request,1
TKT-001432,COMP-0290,10-30-2024,11-11-2024,low,feature_request,Need Gantt chart view for projects,2
TKT-001433,COMP-0291,04-28-2025,05-05-2025,critical,billing,Need to update payment method on file,5
TKT-001434,COMP-0291,08-10-2024,08-14-2024,low,feature_request,Dark mode support requested,
TKT-001435,COMP-0291,07-05-2024,07-10-2024,low,billing,Tax exemption certificate submission,4
TKT-001436,COMP-0291,01-04-2024,01-07-2024,low,feature_request,Custom workflow automation rules,4
TKT-001437,COMP-0291,07-23-2024,07-30-2024,high,billing,,2
TKT-001438,COMP-0291,06-23-2025,06-29-2025,medium,onboarding,Best practices documentation request,3
TKT-001439,COMP-0291,06-14-2024,06-20-2024,high,technical,API rate limit being hit unexpectedly,3
TKT-001440,COMP-0292,05-18-2024,05-24-2024,medium,bug_report,,5
TKT-001441,COMP-0292,11-20-2024,12-01-2024,low,billing,Charges not matching the quoted price,4
TKT-001442,COMP-0292,02-19-2024,03-04-2024,high,feature_request,Dark mode support requested,4
TKT-001443,COMP-0292,03-25-2025,04-04-2025,critical,technical,Integration with Slack is not syncing,4
TKT-001444,COMP-0292,09-06-2024,09-15-2024,high,onboarding,Template setup assistance needed,3
TKT-001445,COMP-0292,10-31-2024,11-11-2024,medium,onboarding,Training session request for team,2
TKT-001446,COMP-0293,10-27-2024,11-04-2024,low,account,Need to merge duplicate accounts,2
TKT-001447,COMP-0293,09-03-2024,09-09-2024,high,technical,,4
TKT-001448,COMP-0293,11-22-2024,11-24-2024,low,bug_report,Attachment upload fails over 10 MB,
TKT-001449,COMP-0293,11-03-2024,11-11-2024,high,technical,Error 500 when accessing the dashboard,
TKT-001450,COMP-0293,09-08-2024,09-16-2024,medium,bug_report,Attachment upload fails over 10 MB,3
TKT-001451,COMP-0293,10-10-2024,10-19-2024,low,account,,3
TKT-001452,COMP-0294,03-27-2024,04-03-2024,low,feature_request,Requesting custom field types,5
TKT-001453,COMP-0294,05-06-2025,05-14-2025,medium,technical,Application loading slowly for our team,3
TKT-001454,COMP-0294,09-07-2024,09-08-2024,medium,billing,,1
TKT-001455,COMP-0294,07-05-2024,07-14-2024,high,onboarding,Template setup assistance needed,4
TKT-001456,COMP-0295,09-09-2024,09-22-2024,medium,onboarding,Need help setting up first project,3
TKT-001457,COMP-0295,07-29-2024,08-01-2024,medium,account,Add new team member to account,3
TKT-001458,COMP-0295,12-03-2024,12-06-2024,low,billing,Need to update payment method on file,4
TKT-001459,COMP-0296,06-09-2024,06-12-2024,medium,technical,API rate limit being hit unexpectedly,
TKT-001460,COMP-0296,05-13-2024,05-20-2024,high,onboarding,Best practices documentation request,
TKT-001461,COMP-0296,12-31-2024,01-06-2025,medium,technical,Data export timing out for large datasets,
TKT-001462,COMP-0296,05-15-2025,05-27-2025,medium,bug_report,Attachment upload fails over 10 MB,
TKT-001463,COMP-0296,09-20-2024,09-22-2024,low,technical,,4
TKT-001464,COMP-0296,01-17-2025,01-21-2025,medium,onboarding,Need help setting up first project,3
TKT-001465,COMP-0296,03-27-2024,03-29-2024,high,technical,Mobile app crashing on iOS 17,3
TKT-001466,COMP-0296,10-21-2024,10-28-2024,high,bug_report,Attachment upload fails over 10 MB,4
TKT-001467,COMP-0296,05-04-2024,05-06-2024,critical,account,,
TKT-001468,COMP-0297,06-09-2024,06-16-2024,medium,feature_request,Need Gantt chart view for projects,1
TKT-001469,COMP-0297,05-09-2024,05-23-2024,low,technical,Error 500 when accessing the dashboard,
TKT-001470,COMP-0297,01-09-2024,01-22-2024,medium,technical,SSO login failing intermittently,4
TKT-001471,COMP-0297,04-08-2024,04-19-2024,high,billing,Invoice discrepancy for last month,5
TKT-001472,COMP-0297,05-15-2024,05-16-2024,high,account,,1
TKT-001473,COMP-0297,01-09-2024,01-19-2024,medium,onboarding,Best practices documentation request,3
TKT-001474,COMP-0297,08-16-2024,08-30-2024,low,account,Need to merge duplicate accounts,2
TKT-001475,COMP-0297,05-17-2024,05-23-2024,critical,bug_report,Notifications arriving late,1
TKT-001476,COMP-0297,08-18-2024,08-31-2024,high,feature_request,Custom workflow automation rules,5
TKT-001477,COMP-0297,01-09-2024,01-12-2024,high,billing,Requesting refund for unused period,1
TKT-001478,COMP-0297,06-15-2024,06-21-2024,high,feature_request,Need Gantt chart view for projects,
TKT-001479,COMP-0298,09-17-2024,09-26-2024,high,feature_request,Custom workflow automation rules,5
TKT-001480,COMP-0298,04-29-2025,,low,onboarding,Need help setting up first project,2
TKT-001481,COMP-0298,06-23-2024,06-29-2024,high,technical,SSO login failing intermittently,3
TKT-001482,COMP-0298,07-12-2024,07-22-2024,medium,feature_request,,2
TKT-001483,COMP-0298,05-12-2025,05-13-2025,high,feature_request,Would like bulk import from Excel,3
TKT-001484,COMP-0298,03-07-2025,03-08-2025,medium,technical,SSO login failing intermittently,2
TKT-001485,COMP-0298,02-06-2024,02-17-2024,MEDIUM,feature_request,Requesting custom field types,4
TKT-001486,COMP-0299,05-08-2025,05-22-2025,low,feature_request,Requesting custom field types,5
TKT-001487,COMP-0299,04-25-2024,05-09-2024,MEDIUM,technical,Integration with Slack is not syncing,5
TKT-001488,COMP-0299,10-27-2024,10-30-2024,critical,feature_request,Requesting custom field types,5
TKT-001489,COMP-0299,07-01-2024,07-13-2024,low,feature_request,Dark mode support requested,2
TKT-001490,COMP-0300,06-22-2025,06-25-2025,low,feature_request,Would like bulk import from Excel,3
TKT-001491,COMP-0300,02-17-2025,02-23-2025,medium,account,Remove former employee access,
TKT-001492,COMP-0300,01-21-2025,01-24-2025,low,onboarding,Need help setting up first project,2
TKT-001493,COMP-0300,02-03-2025,02-13-2025,low,onboarding,Training session request for team,4
TKT-001494,COMP-0300,05-09-2025,05-14-2025,low,account,Account permissions not working correctly,1
TKT-001495,COMP-0300,11-24-2024,12-05-2024,medium,billing,Requesting refund for unused period,5
TKT-001496,COMP-0300,11-05-2024,11-14-2024,medium,account,Add new team member to account,5
TKT-001497,COMP-0300,01-03-2025,01-12-2025,high,account,Remove former employee access,1
TKT-001498,COMP-0301,05-25-2024,06-01-2024,low,billing,Requesting refund for unused period,4
TKT-001499,COMP-0301,03-22-2025,04-04-2025,medium,feature_request,Would like bulk import from Excel,3
TKT-001500,COMP-0301,06-03-2025,06-09-2025,medium,billing,Need to update payment method on file,
TKT-001501,COMP-0301,02-07-2025,02-17-2025,medium,billing,Charges not matching the quoted price,4
TKT-001502,COMP-0302,11-04-2024,,low,account,Remove former employee access,5
TKT-001503,COMP-0302,02-08-2025,02-12-2025,medium,technical,Mobile app crashing on iOS 17,
TKT-001504,COMP-0303,01-05-2025,,high,billing,Need to update payment method on file,3
TKT-001505,COMP-0304,03-21-2025,03-29-2025,high,feature_request,Would like bulk import from Excel,
TKT-001506,COMP-0304,05-03-2025,,low,bug_report,Notifications arriving late,4
TKT-001507,COMP-0304,04-17-2025,04-21-2025,medium,bug_report,Search returning incorrect results,
TKT-001508,COMP-0304,05-12-2025,05-18-2025,high,billing,Charges not matching the quoted price,5
TKT-001509,COMP-0304,04-10-2025,04-18-2025,low,account,,
TKT-001510,COMP-0304,04-08-2025,04-22-2025,medium,billing,Tax exemption certificate submission,4
TKT-001511,COMP-0305,05-01-2024,05-14-2024,low,bug_report,Formatting lost when pasting from Word,2
TKT-001512,COMP-0305,06-14-2024,06-18-2024,low,billing,Requesting refund for unused period,
TKT-001513,COMP-0305,04-12-2024,04-25-2024,medium,bug_report,Notifications arriving late,1
TKT-001514,COMP-0305,02-27-2024,02-28-2024,critical,billing,Invoice discrepancy for last month,1
TKT-001515,COMP-0305,03-18-2024,03-27-2024,high,account,Change primary admin contact,4
TKT-001516,COMP-0305,02-03-2024,02-11-2024,high,billing,Invoice discrepancy for last month,1
TKT-001517,COMP-0305,06-20-2024,06-22-2024,medium,feature_request,Requesting custom field types,4
TKT-001518,COMP-0305,05-24-2024,,medium,bug_report,Notifications arriving late,2
TKT-001519,COMP-0305,05-25-2024,05-28-2024,critical,technical,Mobile app crashing on iOS 17,
TKT-001520,COMP-0305,06-20-2024,,low,feature_request,Requesting custom field types,2
TKT-001521,COMP-0305,03-29-2024,04-03-2024,high,account,Add new team member to account,3
TKT-001522,COMP-0305,05-25-2024,05-28-2024,low,feature_request,,2
TKT-001523,COMP-0306,11-16-2024,11-19-2024,high,technical,Application loading slowly for our team,
